name,quantity,price,day,bread,hotcake,milk_or_sour_milk,cheese_cottage_cheese,others,week_day_0,week_day_1,week_day_2,week_day_3,week_day_4
Майонез Махеев Оливковый 67% 380г.,1.0,17.9,9,0,0,0,0,1,1,0,0,0,0
Майонез Махеев Провансаль 67% 190г.,3.0,10.94,9,0,0,0,0,1,1,0,0,0,0
Майонез Махеев Провансаль 67% 770 мл.,1.0,26.04,9,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Оливковый 67 % 233г.,5.0,8.07,9,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Оливковый 67 % 372г.,3.0,14.97,9,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Провансаль 67 % 400г.,3.0,18.18,9,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Провансаль 67 % 791г.,3.0,24.99,9,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Провансаль 67% 233г.,3.0,10.62,9,0,0,0,0,1,1,0,0,0,0
"Масло  крестьянское  сливочное  Обережье 72,5%  180г БЗМЖ",5.0,19.9,9,0,0,0,0,1,1,0,0,0,0
"Масло  Сладко-Сливочное несоленое в/с 82,5% 180г.Дубна",3.0,23.23,9,0,0,0,0,1,1,0,0,0,0
"Масло  Сливочное Традицонное в/с 82,5% 180г.Красный Ромб",1.0,23.09,9,0,0,0,0,1,1,0,0,0,0
"Масло Белорусские Просторы Сливочное 82,5% 500г.Вологодская обл.",2.0,31.0,9,0,0,0,0,1,1,0,0,0,0
"Масло БОГОВАРОВО Крестьянское 72,5% 170г. БЗМЖ",4.0,22.94,9,0,0,0,0,1,1,0,0,0,0
Масло БОГОВАРОВО Шоколадное 62% 180г.,1.0,28.77,9,0,0,0,0,1,1,0,0,0,0
"Масло Брест-Литовск Сливочное 82,5% 180г.Беларусь",4.0,28.92,9,0,0,0,0,1,1,0,0,0,0
"Молоко Вологжанка 2,5 % 500г.ВМК БЗМЖ",4.0,4.8,9,0,0,1,0,0,1,0,0,0,0
"Молоко Вологжанка 2,5% 1л.ВМК БЗМЖ",2.0,7.31,9,0,0,1,0,0,1,0,0,0,0
"Молоко Вологжанка 3,2% 1л.ВМК БЗМЖ",3.0,6.94,9,0,0,1,0,0,1,0,0,0,0
Молоко Вологжанка топленое 4% 470г.ВМК БЗМЖ,1.0,5.55,9,0,0,1,0,0,1,0,0,0,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,8.0,9.66,9,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",17.0,8.75,9,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",61.0,7.08,9,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",17.0,4.86,9,0,0,1,0,0,1,0,0,0,0
"Молоко сгущенное с сахаром 8,5% 270гВологодские молочные продукты",2.0,17.72,9,0,0,1,0,0,1,0,0,0,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,9.0,7.41,9,0,0,1,0,0,1,0,0,0,0
"Напиток Милки Дримс Ананас 0,5 л.Ярмолпрод БЗМЖ",3.0,6.31,9,0,0,1,0,0,1,0,0,0,0
"Напиток Милки Дримс персик-маракуйя 0,5% 500г.Ярмолпрод БЗМЖ+",1.0,6.32,9,0,0,1,0,0,1,0,0,0,0
"Напиток сыворотка с соком Персик маракуйя 0,5л.Село зеленое",1.0,10.4,9,0,0,1,0,0,1,0,0,0,0
Напиток Тан кисломолочный 1% 1 л. ЛСЦ +,2.0,10.74,9,0,0,1,0,0,1,0,0,0,0
Напиток Тан кисломолочный 500 г. Лесная сказка БЗМЖ,2.0,6.62,9,0,0,1,0,0,1,0,0,0,0
"Обереженка с сахаром 4% 0,5 л.Ярмолпрод БЗМЖ",3.0,4.98,9,0,0,1,0,0,1,0,0,0,0
Пампушки с чесноком 300г.Орион,3.0,17.95,9,1,0,0,0,0,1,0,0,0,0
Пирог жареный с капустой 75г.Орион,5.0,5.99,9,0,1,0,0,0,1,0,0,0,0
Пирог жареный с картошкой 75г.Орион,1.0,6.0,9,0,1,0,0,0,1,0,0,0,0
Пирог жареный с повидло 75г.Орион,2.0,5.99,9,0,1,0,0,0,1,0,0,0,0
Пирог жареный с сосиской и картофелем 220г.Орион,3.0,13.0,9,0,1,0,0,0,1,0,0,0,0
Пирог жареный с яйцом 75г.Орион,7.0,5.99,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с зеленым луком и яйцом 75г.Орион,9.0,5.98,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с капустой 75г.Орион,8.0,5.98,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с картошкой 75г.Орион,7.0,5.96,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с печенью 75г.Орион,1.0,7.0,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с яблоком 75г.Орион,3.0,7.0,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с ягодой 75г.Орион,3.0,5.95,9,0,1,0,0,0,1,0,0,0,0
Пирог печеный с яйцом 75г.Орион,9.0,6.0,9,0,1,0,0,0,1,0,0,0,0
Пироженое Kиндер Молочный ломтик 28г БЗМЖ,3.0,10.09,9,0,1,0,0,0,1,0,0,0,0
Пицца 100г.Орион,5.0,8.97,9,0,1,0,0,0,1,0,0,0,0
Плавленной сыр ВИТАКО  Сливочный 50% 130г,1.0,16.25,9,0,0,0,1,0,1,0,0,0,0
Плетенка с кунжутом 300г.Орион,1.0,6.95,9,1,0,0,0,0,1,0,0,0,0
Плюшка Московская Новая 200г.Орион,6.0,5.97,9,0,1,0,0,0,1,0,0,0,0
Пончики 85г.Орион,3.0,9.0,9,0,1,0,0,0,1,0,0,0,0
Продукт FRUTTIS йогуртный клубника/яблоко и груша 8% 115 г. тв/уп +,1.0,7.15,9,0,0,0,1,0,1,0,0,0,0
Продукт Сычужный Сливочный 50% 1 кг.Брянскаяобл.с.з.м.ж,0.484,111.49,9,0,0,0,1,0,1,0,0,0,0
Продукт творожный  18% 1 кг. СЗМЖ Ильинское,0.584,31.8,9,0,0,0,1,0,1,0,0,0,0
"Простокваша Вологжанка 2,7% 470г.ВМК БЗМЖ",1.0,5.32,9,0,0,1,0,0,1,0,0,0,0
Рожок творожный с малиной23% 40гр. + СЗМЖ,1.0,3.78,9,0,1,0,0,0,1,0,0,0,0
Ромовая Баба 100г.Орион,1.0,7.94,9,0,1,0,0,0,1,0,0,0,0
Ряженка 4% 500г.Ярмолпрод БЗМЖ,3.0,6.52,9,0,0,1,0,0,1,0,0,0,0
Ряженка Вологжанка 4 % 470г.ВМК БЗМЖ,1.0,7.07,9,0,0,1,0,0,1,0,0,0,0
"Сгущеночка с сахаром 450 г пл/бут. 2,5% Нижнекисляйская МК",1.0,13.07,9,0,0,0,0,1,1,0,0,0,0
Сливки 10% 500г.Ярмолпрод БЗМЖ,8.0,10.22,9,0,0,1,0,0,1,0,0,0,0
Сливки Кампина порционные 10% 10 г. 1*10шт. +БЗМЖ,1.0,18.81,9,0,0,1,0,0,1,0,0,0,0
Сливки Риоба порционные 10% 10 г. 1*10шт. +БЗМЖ,1.0,12.54,9,0,0,1,0,0,1,0,0,0,0
Слойка с ветчиной и сыром 75г. Орион,1.0,8.0,9,0,1,0,0,0,1,0,0,0,0
Сметана 20% 180 г.Обережье Ярмолпрод БЗМЖ,17.0,6.26,9,0,0,0,0,1,1,0,0,0,0
Сметана 20% 320г Обережье.Ярмолпрод БЗМЖ,8.0,11.01,9,0,0,0,0,1,1,0,0,0,0
Сметана Простаквашино 10% 315 г. + БЗМЖ,3.0,17.12,9,0,0,0,0,1,1,0,0,0,0
Сметана Простоквашино 15 % 180г. + БЗМЖ,1.0,12.63,9,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 15% 330 г. +БЗМЖ,1.0,12.16,9,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 20 % 200 г. +БЗМЖ,2.0,9.34,9,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 20 % 330 г. + БЗМЖ,6.0,13.68,9,0,0,0,0,1,1,0,0,0,0
"Снежок 2,5 % 500 г.Ярмолпрод БЗМЖ",13.0,7.1,9,0,0,1,0,0,1,0,0,0,0
"Снежок Вологжанка 2,5% 470г.ВМК БЗМЖ",1.0,6.54,9,0,0,1,0,0,1,0,0,0,0
Сосиска в тесте 100г.Орион,1.0,9.0,9,0,1,0,0,0,1,0,0,0,0
Соус Майонезный Махеев Сырный 200г.,2.0,9.35,9,0,0,0,0,1,1,0,0,0,0
Сыр Алтайский Витязь 50% 1кг.Алтайский край Барнаул с ЗМЖ,1.528,104.74,9,0,0,0,1,0,1,0,0,0,0
Сыр Брест-Литовск Классический 45% 200 г. БЗМЖ,1.0,35.22,9,0,0,0,1,0,1,0,0,0,0
Сыр Воскресенский  40% 1кг. Костромская обл. Воскресенье,0.236,129.58,9,0,0,0,1,0,1,0,0,0,0
Сыр Гауда Оригинальная 1 кг 50% г Данков,0.36,69.5,9,0,0,0,1,0,1,0,0,0,0
Сыр Голландский Оригинальный 50% 1 кг. г Данков с ЗМЖ,0.214,89.39,9,0,0,0,1,0,1,0,0,0,0
Сыр Для супа с луком плавленый фольга 90г.Карат +,2.0,7.02,9,0,0,0,1,0,1,0,0,0,0
Сыр Дружба плавленный фольга 90г.Карат + БЗМЖ,3.0,9.03,9,0,0,0,1,0,1,0,0,0,0
Сыр Карат Сливочный+ Сыр Ветчина+ Сыр с грибами плавленый 200г.БЗМЖ,1.0,57.7,9,0,0,0,1,0,1,0,0,0,0
Сыр Маленький Король 50% 1 кг Брянск б.з.м.ж,0.508,99.8,9,0,0,0,1,0,1,0,0,0,0
Сыр Пармезан де Люкс 1 кг Беларусь Березино БЗМЖ,1.11,148.78,9,0,0,0,1,0,1,0,0,0,0
Сыр Российский пир Жинкина крынка 1 кг. с ЗМЖ Омская обл.,0.936,83.72,9,0,0,0,1,0,1,0,0,0,0
Сыр Рыжий Чеддер 45% 1кг.Ростовская обл. БЗМЖ,0.246,210.0,9,0,0,0,1,0,1,0,0,0,0
Сыр Соломка  копченый косичка 1 кг.Краснодарский Край СЗМЖ,0.52,99.79,9,0,0,0,1,0,1,0,0,0,0
Сыр Тильзитер Лорд пр-д 45% 1 кг.Краснодарский край,0.236,119.79,9,0,0,0,1,0,1,0,0,0,0
Сыр Фиетта 1+1 400г.,1.0,30.49,9,0,0,0,1,0,1,0,0,0,0
"Сыр Финский  45% Брест 1кг,",0.276,129.64,9,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд с ветчиной плавленный 35 % 50г. БЗМЖ,1.0,6.03,9,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд с ветчиной плавленный 55 % 200г. БЗМЖ,1.0,26.16,9,0,0,0,1,0,1,0,0,0,0
Сырный продукт Колбасный Янтарный  45% 1 кг.Воронеж.Костицын СЗМЖ,1.226,30.59,9,0,0,0,1,0,1,0,0,0,0
Сырок РостАгро глазированный со сгущенкой 45 г. СЗМЖ,8.0,6.21,9,0,0,0,1,0,1,0,0,0,0
Творог 101 зерно зерненый 5% 130г.Савушкин,1.0,15.96,9,0,0,0,1,0,1,0,0,0,0
Творог 101 зерно клубника 5% 130г.Савушкин,1.0,14.37,9,0,0,0,1,0,1,0,0,0,0
Творог 5% 350г.Обережье Премиум Ярмолпрод БЗМЖ,2.0,18.82,9,0,0,0,1,0,1,0,0,0,0
Творог 5% 400г.Обережье Ярмолпрод БЗМЖ,11.0,16.76,9,0,0,0,1,0,1,0,0,0,0
Творог 9% 400г.Обережье Ярмолпрод БЗМЖ,2.0,18.02,9,0,0,0,1,0,1,0,0,0,0
Творог Божья Коровка 9% 500 г.БЗМЖ,2.0,24.14,9,0,0,0,1,0,1,0,0,0,0
Творог мягкий Нежный 5% 125г.Савушкин,1.0,9.76,9,0,0,0,1,0,1,0,0,0,0
Творог Фрау Му  9% 450 г.,1.0,21.43,9,0,0,0,1,0,1,0,0,0,0
"Творожок Чудо Вишня 4,2 % 100г. +",1.0,9.05,9,0,0,0,1,0,1,0,0,0,0
"Творожок Чудо Персик-Маракуйя 4,2 % 100г. +",3.0,9.07,9,0,0,0,1,0,1,0,0,0,0
Хлеб 8 ЗЛАКОВ 200г Хлебозавод№1 +,5.0,3.87,9,1,0,0,0,0,1,0,0,0,0
Хлеб БАВАРСКИЙ заварной нарезка 300 г. Хлебозавод №1 +,6.0,6.64,9,1,0,0,0,0,1,0,0,0,0
Хлеб БОРОДИНСКИЙ формовой 350 г. Хлебозавод №1 +,8.0,3.81,9,1,0,0,0,0,1,0,0,0,0
Хлеб Горчичный 450г.Орион,1.0,6.0,9,1,0,0,0,0,1,0,0,0,0
Хлеб ДАРНИЦКИЙ 600 г. Хлебозавод №1 +,28.0,4.21,9,1,0,0,0,0,1,0,0,0,0
Хлеб Дарницкий 650г.Переславский х-д,2.0,6.68,9,1,0,0,0,0,1,0,0,0,0
Хлеб Дарницкий(половина) 325г.Переславский х-д,1.0,4.3,9,1,0,0,0,0,1,0,0,0,0
Хлеб ЗАЛЕССКИЙ 380 г. Хлебозавод №1,6.0,4.97,9,1,0,0,0,0,1,0,0,0,0
Хлеб Здравое Зерно нарезка 300г.Хлебозавод №1,4.0,4.2,9,1,0,0,0,0,1,0,0,0,0
Хлеб КРЕСТЬЯНСКИЙ 380 г. Хлебозавод №1,4.0,5.29,9,1,0,0,0,0,1,0,0,0,0
Хлеб Матнакаш 1шт.380гр,5.0,9.99,9,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Похвала 1шт.370гр.,6.0,9.95,9,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Пури 1шт.370гр.,4.0,10.98,9,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Шоти 1шт.370гр.,5.0,9.94,9,1,0,0,0,0,1,0,0,0,0
Хлеб ПШЕНИЧНЫЙ 300 г. Хлебозавод №1,15.0,2.99,9,1,0,0,0,0,1,0,0,0,0
Хлеб Пшеничный 450г.Орион,3.0,6.5,9,1,0,0,0,0,1,0,0,0,0
"Хлеб СТАРОРУССКИЙ 0,3 кг (нарезка) Хлебозавод №1 +",1.0,8.44,9,1,0,0,0,0,1,0,0,0,0
Хлеб УКРАИНСКИЙ НОВЫЙ 350 г. Хлебозавод №1 +,8.0,3.09,9,1,0,0,0,0,1,0,0,0,0
Хлеб-е изд-е Богатырский 200г.Хлебозавод №1,8.0,3.56,9,1,0,0,0,0,1,0,0,0,0
Чиабатта Классическая 200г.Хлебозавод №1,15.0,5.09,9,1,0,0,0,0,1,0,0,0,0
Шанежки с картофелем и сыром 100г.Орион,6.0,6.97,9,0,1,0,0,0,1,0,0,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,7.0,3.87,10,1,0,0,0,0,0,1,0,0,0
Батон Луковый 300г.Орион,1.0,5.9,10,1,0,0,0,0,0,1,0,0,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,19.0,4.71,10,1,0,0,0,0,0,1,0,0,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,5.0,5.32,10,1,0,0,0,0,0,1,0,0,0
Батон СОЛНЕЧНЫЙ  в/с 300г.Хлебозавод №1,4.0,4.32,10,1,0,0,0,0,0,1,0,0,0
Батончик к чаю 300г.Орион,3.0,5.95,10,1,0,0,0,0,0,1,0,0,0
Беляш 100гр. Орион,4.0,12.0,10,0,1,0,0,0,0,1,0,0,0
"Бифидок 3,2% 500 г.Ярмолпрод БЗМЖ",2.0,6.61,10,0,0,1,0,0,0,1,0,0,0
Булка Городская  в/с 200г.Хлебозавод №1,6.0,2.98,10,1,0,0,0,0,0,1,0,0,0
Йогурт FRUTTIS Слив.лакомство персик-марак.ананас-дыня 5 % 115г. СЗМЖ,2.0,6.24,10,0,0,1,0,0,0,1,0,0,0
"Йогурт Активиа натуральный клубника 2,9 % 150г.  БЗМЖ",1.0,18.04,10,0,0,1,0,0,0,1,0,0,0
"Йогурт Активиа Натуральный питьевой 2,4 % 260 г. +  БЗМЖ",1.0,13.01,10,0,0,1,0,0,0,1,0,0,0
Йогурт клубника-малина 1.5% 500 г.Ярмолпрод БЗМЖ,2.0,8.38,10,0,0,1,0,0,0,1,0,0,0
"Йогурт крем-брюле 1,5% 500 г.Ярмолпрод БЗМЖ+",1.0,8.23,10,0,0,1,0,0,0,1,0,0,0
"Йогурт натуральный 1,5% 500 г.Ярмолпрод БЗМЖ +",2.0,8.38,10,0,0,1,0,0,0,1,0,0,0
"Йогурт черника-ежевика 1,5% 500 г.Ярмолпрод БЗМЖ +",2.0,8.36,10,0,0,1,0,0,0,1,0,0,0
"Кефир 3,2 % 500 г.Ярмолпрод БЗМЖ",7.0,7.45,10,0,0,1,0,0,0,1,0,0,0
Кефир 3.2% Обережье 1л.Ярмолпрод БЗМЖ,2.0,9.17,10,0,0,1,0,0,0,1,0,0,0
Кефир обезжиренный 500 г.Ярмолпрод БЗМЖ,2.0,5.67,10,0,0,1,0,0,0,1,0,0,0
"Кефир с лактулозой 3,2% 500 г.Ярмолпрод БЗМЖ",3.0,6.36,10,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный банановый 2,5% 470г. ВКМ БЗМЖ",1.0,8.31,10,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный клубничный 2,4% 470г.ВМК БЗМЖ",1.0,8.25,10,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный шоколадный 2,7% 470г.ВМК БЗМЖ",2.0,8.34,10,0,0,1,0,0,0,1,0,0,0
"Коктейль Миньоны Молочный клубника со сливками 3,2% 200г. +БЗМЖ",2.0,7.84,10,0,0,1,0,0,0,1,0,0,0
Коктейль ЧУДО молочный шоколад 3 % 200 г тетра-пак + БЗМЖ,1.0,8.07,10,0,0,1,0,0,0,1,0,0,0
Котлета в тесте запеченая 100г.Орион,1.0,9.0,10,0,1,0,0,0,0,1,0,0,0
Лаваш Армянский 2шт.280гр,4.0,9.95,10,1,0,0,0,0,0,1,0,0,0
Майонез РЯБА Оливковый 67 % 372г.,2.0,15.04,10,0,0,0,0,1,0,1,0,0,0
Майонез РЯБА Провансаль 67 % 400г.,1.0,18.12,10,0,0,0,0,1,0,1,0,0,0
Майонез РЯБА Провансаль 67 % 791г.,1.0,25.0,10,0,0,0,0,1,0,1,0,0,0
"Масло  Сливочное Традицонное в/с 82,5% 180г.Красный Ромб",2.0,23.14,10,0,0,0,0,1,0,1,0,0,0
"Масло Белорусское Золотое 82,5% 500г.Беларусь",1.0,35.84,10,0,0,0,0,1,0,1,0,0,0
"Масло БОГОВАРОВО Крестьянское 72,5% 170г. БЗМЖ",1.0,22.91,10,0,0,0,0,1,0,1,0,0,0
"Масло Крестьянское сливочное 72,5% 175 г. Сыробогатов",1.0,17.09,10,0,0,0,0,1,0,1,0,0,0
"Масло Экомилк Традиционное сливочное 82,5% 180 г. БЗМЖ",1.0,29.79,10,0,0,0,0,1,0,1,0,0,0
"Молоко Вологжанка 2,5 % 500г.ВМК БЗМЖ",1.0,4.82,10,0,0,1,0,0,0,1,0,0,0
"Молоко Вологжанка 3,2% 1л.ВМК БЗМЖ",2.0,6.9,10,0,0,1,0,0,0,1,0,0,0
Молоко Вологжанка топленое 4% 470г.ВМК БЗМЖ,1.0,5.55,10,0,0,1,0,0,0,1,0,0,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,7.0,9.63,10,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",6.0,8.74,10,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",17.0,7.0,10,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",6.0,4.88,10,0,0,1,0,0,0,1,0,0,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,3.0,7.44,10,0,0,1,0,0,0,1,0,0,0
Напиток Айран кисломолочный 500 г. Лесная сказка БЗМЖ,1.0,6.62,10,0,0,1,0,0,0,1,0,0,0
"Обереженка с сахаром 4% 0,5 л.Ярмолпрод БЗМЖ",1.0,4.98,10,0,0,1,0,0,0,1,0,0,0
Пампушки с чесноком 300г.Орион,2.0,17.93,10,1,0,0,0,0,0,1,0,0,0
"Пирог Домашний в асс-те Курага,Изюм,Мак Глазированный 110г.Орион",1.0,9.0,10,0,1,0,0,0,0,1,0,0,0
Пирог жареный с капустой 75г.Орион,3.0,6.0,10,0,1,0,0,0,0,1,0,0,0
Пирог жареный с сосиской и картофелем 220г.Орион,2.0,12.97,10,0,1,0,0,0,0,1,0,0,0
Пирог жареный с яйцом 75г.Орион,6.0,5.98,10,0,1,0,0,0,0,1,0,0,0
Пирог печеный с зеленым луком и яйцом 75г.Орион,1.0,6.0,10,0,1,0,0,0,0,1,0,0,0
Пирог печеный с капустой 75г.Орион,5.0,5.97,10,0,1,0,0,0,0,1,0,0,0
Пирог печеный с картошкой 75г.Орион,3.0,6.0,10,0,1,0,0,0,0,1,0,0,0
Пирог печеный с печенью 75г.Орион,4.0,6.84,10,0,1,0,0,0,0,1,0,0,0
Пирог печеный с яйцом 75г.Орион,1.0,6.0,10,0,1,0,0,0,0,1,0,0,0
Пицца 100г.Орион,3.0,8.95,10,0,1,0,0,0,0,1,0,0,0
Плетенка с кунжутом 300г.Орион,1.0,6.96,10,1,0,0,0,0,0,1,0,0,0
Плюшка Московская Новая 200г.Орион,4.0,5.97,10,0,1,0,0,0,0,1,0,0,0
Продукт творожный  18% 1 кг. СЗМЖ Ильинское,0.338,31.01,10,0,0,0,1,0,0,1,0,0,0
Ромовая Баба 100г.Орион,1.0,7.79,10,0,1,0,0,0,0,1,0,0,0
Ряженка 4% 500г.Ярмолпрод БЗМЖ,1.0,6.53,10,0,0,1,0,0,0,1,0,0,0
Сливки 10% 500г.Ярмолпрод БЗМЖ,4.0,10.24,10,0,0,1,0,0,0,1,0,0,0
Слойка с ветчиной и сыром 75г. Орион,1.0,8.0,10,0,1,0,0,0,0,1,0,0,0
Слойка с капустой 75г. Орион,3.0,4.97,10,0,1,0,0,0,0,1,0,0,0
Сметана 20% 180 г.Обережье Ярмолпрод БЗМЖ,3.0,6.21,10,0,0,0,0,1,0,1,0,0,0
Сметана 20% 320г Обережье.Ярмолпрод БЗМЖ,6.0,11.03,10,0,0,0,0,1,0,1,0,0,0
Сметана Простоквашино 15 % 180г. + БЗМЖ,2.0,12.53,10,0,0,0,0,1,0,1,0,0,0
Сметана Экомилк Сливочная 15% 330 г. +БЗМЖ,3.0,12.15,10,0,0,0,0,1,0,1,0,0,0
"Снежок 2,5 % 500 г.Ярмолпрод БЗМЖ",5.0,7.12,10,0,0,1,0,0,0,1,0,0,0
"Снежок Вологжанка 2,5% 470г.ВМК БЗМЖ",1.0,6.5,10,0,0,1,0,0,0,1,0,0,0
Сыр Алтайский Витязь 50% 1кг.Алтайский край Барнаул с ЗМЖ,0.682,103.06,10,0,0,0,1,0,0,1,0,0,0
Сыр Воскресенский  40% 1кг. Костромская обл. Воскресенье,0.378,128.94,10,0,0,0,1,0,0,1,0,0,0
Сыр Маасдам Рейф 45% 1 кг.Беларусь,0.858,159.69,10,0,0,0,1,0,0,1,0,0,0
Сыр Маленький Король 50% 1 кг Брянск б.з.м.ж,0.522,99.92,10,0,0,0,1,0,0,1,0,0,0
Сыр Малыш 50% 1 кг Вохма б.з.м.ж,0.254,169.41,10,0,0,0,1,0,0,1,0,0,0
Сыр Ольденбургер с Грецким Орехом 350гр.,1.0,-35.18,10,0,0,0,1,0,0,1,0,0,0
Сыр Пармезан де Люкс 1 кг Беларусь Березино БЗМЖ,0.288,149.1,10,0,0,0,1,0,0,1,0,0,0
Сыр плав. Хохланд Сливочный Классический 150гр БЗМЖ,1.0,18.52,10,0,0,0,1,0,0,1,0,0,0
Сыр Соломка  копченый косичка 1 кг.Краснодарский Край СЗМЖ,0.172,97.15,10,0,0,0,1,0,0,1,0,0,0
Сыр Хохланд с ветчиной плавленный 55 % 200г. БЗМЖ,1.0,26.14,10,0,0,0,1,0,0,1,0,0,0
Сырный продукт Колбасный Янтарный  45% 1 кг.Воронеж.Костицын СЗМЖ,0.346,30.95,10,0,0,0,1,0,0,1,0,0,0
Сырок РостАгро глазированный со сгущенкой 45 г. СЗМЖ,1.0,6.23,10,0,0,0,1,0,0,1,0,0,0
Творог 5% 400г.Обережье Ярмолпрод БЗМЖ,6.0,17.27,10,0,0,0,1,0,0,1,0,0,0
Творог 9% 400г.Обережье Ярмолпрод БЗМЖ,3.0,18.01,10,0,0,0,1,0,0,1,0,0,0
Творог Божья Коровка 9% 500 г.БЗМЖ,1.0,24.16,10,0,0,0,1,0,0,1,0,0,0
Творог Фрау Му  9% 450 г.,1.0,21.41,10,0,0,0,1,0,0,1,0,0,0
Хлеб 8 ЗЛАКОВ 200г Хлебозавод№1 +,4.0,3.82,10,1,0,0,0,0,0,1,0,0,0
Хлеб БАВАРСКИЙ заварной нарезка 300 г. Хлебозавод №1 +,4.0,6.66,10,1,0,0,0,0,0,1,0,0,0
Хлеб БОРОДИНСКИЙ формовой 350 г. Хлебозавод №1 +,4.0,3.82,10,1,0,0,0,0,0,1,0,0,0
Хлеб ДАРНИЦКИЙ 600 г. Хлебозавод №1 +,14.0,4.2,10,1,0,0,0,0,0,1,0,0,0
Хлеб Здравое Зерно нарезка 300г.Хлебозавод №1,1.0,4.22,10,1,0,0,0,0,0,1,0,0,0
Хлеб КРЕСТЬЯНСКИЙ 380 г. Хлебозавод №1,2.0,5.3,10,1,0,0,0,0,0,1,0,0,0
Хлеб Матнакаш 1шт.380гр,2.0,9.86,10,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Похвала 1шт.370гр.,3.0,9.97,10,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Пури 1шт.370гр.,3.0,12.39,10,1,0,0,0,0,0,1,0,0,0
Хлеб по Грузинский Шоти 1шт.370гр.,4.0,9.96,10,1,0,0,0,0,0,1,0,0,0
Хлеб ПШЕНИЧНЫЙ 300 г. Хлебозавод №1,10.0,3.0,10,1,0,0,0,0,0,1,0,0,0
Хлеб Пшеничный 450г.Орион,1.0,6.39,10,1,0,0,0,0,0,1,0,0,0
"Хлеб СТАРОРУССКИЙ 0,3 кг (нарезка) Хлебозавод №1 +",1.0,8.5,10,1,0,0,0,0,0,1,0,0,0
Хлеб УКРАИНСКИЙ НОВЫЙ 350 г. Хлебозавод №1 +,5.0,3.08,10,1,0,0,0,0,0,1,0,0,0
Хлеб-е изд-е Богатырский 200г.Хлебозавод №1,3.0,3.56,10,1,0,0,0,0,0,1,0,0,0
Чиабатта Классическая 200г.Хлебозавод №1,4.0,5.09,10,1,0,0,0,0,0,1,0,0,0
Шанежки с картофелем и сыром 100г.Орион,3.0,7.0,10,0,1,0,0,0,0,1,0,0,0
"Ацидофилин 2,7% 200г.ВМК БЗМЖ",1.0,2.51,11,0,0,1,0,0,0,0,1,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,11.0,3.86,11,1,0,0,0,0,0,0,1,0,0
Батон Луковый 300г.Орион,3.0,5.99,11,1,0,0,0,0,0,0,1,0,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,14.0,4.71,11,1,0,0,0,0,0,0,1,0,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,6.0,5.29,11,1,0,0,0,0,0,0,1,0,0
