name,quantity,price,day,bread,hotcake,milk_or_sour_milk,cheese_cottage_cheese,others,week_day_0,week_day_1,week_day_2,week_day_3,week_day_4
"Ацидофилин 2,7% 200г.ВМК БЗМЖ",4.0,2.46,2,0,0,1,0,0,1,0,0,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,21.0,3.88,2,1,0,0,0,0,1,0,0,0,0
Батон Луковый 300г.Орион,2.0,5.96,2,1,0,0,0,0,1,0,0,0,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,41.0,4.7,2,1,0,0,0,0,1,0,0,0,0
Батон Нарезной 400г.Переславский х-д.,5.0,7.7,2,1,0,0,0,0,1,0,0,0,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,17.0,5.29,2,1,0,0,0,0,1,0,0,0,0
"Батон Нарезной новый в нарезке в/с 0,2 кг",3.0,4.74,2,1,0,0,0,0,1,0,0,0,0
Батон Подмосковный Новый 370г.Переславский х-д.,5.0,6.48,2,1,0,0,0,0,1,0,0,0,0
Батон СОЛНЕЧНЫЙ  в/с 300г.Хлебозавод №1,17.0,4.37,2,1,0,0,0,0,1,0,0,0,0
Батон Творожный 300г.Переславский х-д.,5.0,6.5,2,1,0,0,0,0,1,0,0,0,0
Батончик к чаю  в/с 200г.Хлебозавод №1,9.0,3.95,2,1,0,0,0,0,1,0,0,0,0
Батончик к чаю 300г.Орион,3.0,5.99,2,1,0,0,0,0,1,0,0,0,0
Беляш 100гр. Орион,10.0,11.99,2,0,1,0,0,0,1,0,0,0,0
"Бифидок 3,2% 500 г.Ярмолпрод БЗМЖ",2.0,6.61,2,0,0,1,0,0,1,0,0,0,0
Булка Городская  в/с 200г.Хлебозавод №1,9.0,2.96,2,1,0,0,0,0,1,0,0,0,0
Булочка в Дорогу 200г.Переславский х-д.,4.0,4.48,2,1,0,0,0,0,1,0,0,0,0
"Булочка Веснушечка 4 шт/0,05 Переславль",2.0,7.3,2,1,0,0,0,0,1,0,0,0,0
Булочки для Гамбургеров 150г.Переславский х-д.,2.0,6.6,2,1,0,0,0,0,1,0,0,0,0
Ватрушка Венгерская 90г.Орион,5.0,7.95,2,0,1,0,0,0,1,0,0,0,0
Ватрушка с творогом 75г.Орион,7.0,5.97,2,0,1,0,0,0,1,0,0,0,0
"Йогурт Активиа натуральный клубника 2,9 % 150г.  БЗМЖ",1.0,9.64,2,0,0,1,0,0,1,0,0,0,0
"Йогурт Даниссимо Фантазия с хруст. шариками и ягодным вкусом 6,9% БЗМЖ105г. +",1.0,14.89,2,0,0,1,0,0,1,0,0,0,0
Йогурт клубника-малина 1.5% 500 г.Ярмолпрод БЗМЖ,4.0,8.32,2,0,0,1,0,0,1,0,0,0,0
"Йогурт крем-брюле 1,5% 500 г.Ярмолпрод БЗМЖ+",3.0,8.34,2,0,0,1,0,0,1,0,0,0,0
"Йогурт натуральный 1,5% 500 г.Ярмолпрод БЗМЖ +",1.0,8.34,2,0,0,1,0,0,1,0,0,0,0
"Йогурт Фруктово-Ягодный Лесные Ягоды-Клюква 1,5% 470г.ВМК БЗМЖ",3.0,7.39,2,0,0,1,0,0,1,0,0,0,0
"Йогурт Фруттис легкий с Вишней питьевой 0,1% 285 г. +",1.0,8.88,2,0,0,1,0,0,1,0,0,0,0
Йогурт Фруттис Сливочное лакомство клубника-персик 5% 115г.СЗМЖ,4.0,5.24,2,0,0,1,0,0,1,0,0,0,0
"Йогурт черника-ежевика 1,5% 500 г.Ярмолпрод БЗМЖ +",6.0,8.36,2,0,0,1,0,0,1,0,0,0,0
"Йогуртный Напиток Нежный Малина-Земляника 0,1% 285г.Кампина СЗМЖ",1.0,13.6,2,0,0,1,0,0,1,0,0,0,0
Йогуртный пр.д Фруттис Суперэкстра Вишня-Персик-Маракуйя 8% 115г.СЗМЖ,2.0,6.16,2,0,0,1,0,0,1,0,0,0,0
"Кефир 3,2 % 500 г.Ярмолпрод БЗМЖ",21.0,7.49,2,0,0,1,0,0,1,0,0,0,0
Кефир 3.2% Обережье 1л.Ярмолпрод БЗМЖ,6.0,9.16,2,0,0,1,0,0,1,0,0,0,0
Кефир Вологжанка 1% 470 г.ВМК БЗМЖ,1.0,5.87,2,0,0,1,0,0,1,0,0,0,0
"Кефир с лактулозой 3,2% 500 г.Ярмолпрод БЗМЖ",8.0,6.38,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный банановый 2,5% 470г. ВКМ БЗМЖ",3.0,8.37,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный ванильное мороженое 2,5% 470г.ВМК БЗМЖ",2.0,8.35,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный клубничный 2,4% 470г.ВМК БЗМЖ",2.0,8.36,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный Пина-Колада  2,4% 470г.ВМК БЗМЖ",1.0,8.37,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный сливочная ириска 2,5% 470г.ВМК БЗМЖ",5.0,8.36,2,0,0,1,0,0,1,0,0,0,0
"Коктейль Вологоша молочный шоколадный 2,7% 470г.ВМК БЗМЖ",2.0,8.37,2,0,0,1,0,0,1,0,0,0,0
Котлета в тесте запеченая 100г.Орион,8.0,9.0,2,0,1,0,0,0,1,0,0,0,0
Лаваш Армянский 2шт.280гр,1.0,8.89,2,1,0,0,0,0,1,0,0,0,0
Майонез MR RICCO Organic на перепелином яйце 67% 205г.,3.0,9.28,2,0,0,0,0,1,1,0,0,0,0
Майонез Багаваравъ Перепелиные яйца 200 мл.,1.0,7.73,2,0,0,0,0,1,1,0,0,0,0
Майонез Оливковый  51 % 400г. Воронежская обл.,1.0,17.1,2,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Оливковый 67 % 233г.,3.0,9.36,2,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Оливковый 67 % 372г.,3.0,18.0,2,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Оливковый 67 % 744г.,2.0,24.98,2,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Провансаль 67 % 400г.,5.0,18.04,2,0,0,0,0,1,1,0,0,0,0
Майонез РЯБА Провансаль 67% 233г.,4.0,10.72,2,0,0,0,0,1,1,0,0,0,0
Маргарин Хозяюшка Сливочный 60% 250г.,1.0,7.97,2,0,0,0,0,1,1,0,0,0,0
"Масло  крестьянское  сливочное  Обережье 72,5%  180г БЗМЖ",6.0,19.85,2,0,0,0,0,1,1,0,0,0,0
"Масло  Сладко-Сливочное несоленое в/с 82,5% 180г.Дубна",1.0,22.93,2,0,0,0,0,1,1,0,0,0,0
"Масло Белорусское Золотое 82,5% 500г.Беларусь",4.0,35.95,2,0,0,0,0,1,1,0,0,0,0
"Масло БОГОВАРОВО Крестьянское 72,5% 170г. БЗМЖ",4.0,22.93,2,0,0,0,0,1,1,0,0,0,0
Масло БОГОВАРОВО Шоколадное 62% 180г.,1.0,28.89,2,0,0,0,0,1,1,0,0,0,0
"Масло Брест-Литовск Сливочное 82,5% 180г.Беларусь",4.0,28.87,2,0,0,0,0,1,1,0,0,0,0
"Масло ЭКОМИЛК Сливочное 82,5% 180г",1.0,25.91,2,0,0,0,0,1,1,0,0,0,0
"Молоко Вологжанка 2,5 % 500г.ВМК БЗМЖ",5.0,5.75,2,0,0,1,0,0,1,0,0,0,0
"Молоко Вологжанка 2,5% 1л.ВМК БЗМЖ",3.0,9.49,2,0,0,1,0,0,1,0,0,0,0
"Молоко Вологжанка 3,2% 1л.ВМК БЗМЖ",1.0,8.97,2,0,0,1,0,0,1,0,0,0,0
Молоко Вологжанка топленое 4% 470г.ВМК БЗМЖ,3.0,6.62,2,0,0,1,0,0,1,0,0,0,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,11.0,9.62,2,0,0,1,0,0,1,0,0,0,0
"Молоко Пущенские Луга ультра 3,2% 0,9 л. +БЗМЖ",2.0,11.59,2,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",9.0,8.75,2,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",55.0,6.97,2,0,0,1,0,0,1,0,0,0,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",24.0,4.86,2,0,0,1,0,0,1,0,0,0,0
Молоко сгущенное Вологда370г,1.0,25.38,2,0,0,1,0,0,1,0,0,0,0
"Молоко сгущенное Рудня цельное 8,5 % м/у 270г.БЗМЖ",1.0,3.59,2,0,0,1,0,0,1,0,0,0,0
"Молоко сгущенное с сахаром 8,5% 270гВологодские молочные продукты",1.0,17.75,2,0,0,1,0,0,1,0,0,0,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,12.0,7.42,2,0,0,1,0,0,1,0,0,0,0
Напиток Бодрость Апельсин 500г.ВМК,1.0,4.14,2,0,0,1,0,0,1,0,0,0,0
Напиток Бодрость с соком яблока 10% 500г.ВМК,2.0,6.52,2,0,0,1,0,0,1,0,0,0,0
"Напиток Милки Дримс Ананас 0,5 л.Ярмолпрод БЗМЖ",1.0,6.32,2,0,0,1,0,0,1,0,0,0,0
"Напиток Милки Дримс персик-маракуйя 0,5% 500г.Ярмолпрод БЗМЖ+",1.0,6.26,2,0,0,1,0,0,1,0,0,0,0
"Напиток сыворотка с соком Персик маракуйя 0,5л.Село зеленое",1.0,10.49,2,0,0,1,0,0,1,0,0,0,0
"Напиток сывороточный с соком Апельсин Манго 0,5л.Село зеленое",1.0,10.49,2,0,0,1,0,0,1,0,0,0,0
"Напиток Тан кисломолочный 500 г. 0,5 %  Долголетие БЗМЖ",1.0,8.24,2,0,0,1,0,0,1,0,0,0,0
Напиток Тан кисломолочный 500 г. Лесная сказка БЗМЖ,2.0,6.62,2,0,0,1,0,0,1,0,0,0,0
Палочка творожная в карамельной глазури 23% 30 г СвитлогорьеБЗМЖ,1.0,5.26,2,0,0,0,1,0,1,0,0,0,0
Пампушки с Чесноком 150г.Переславский х-з.,1.0,4.91,2,1,0,0,0,0,1,0,0,0,0
Пампушки с чесноком 300г.Орион,2.0,17.99,2,1,0,0,0,0,1,0,0,0,0
"Пирог Домашний в асс-те Курага,Изюм,Мак Глазированный 110г.Орион",4.0,8.95,2,0,1,0,0,0,1,0,0,0,0
Пирог жареный с капустой 75г.Орион,8.0,5.93,2,0,1,0,0,0,1,0,0,0,0
Пирог жареный с картошкой 75г.Орион,9.0,5.99,2,0,1,0,0,0,1,0,0,0,0
Пирог жареный с сосиской и картофелем 220г.Орион,5.0,12.95,2,0,1,0,0,0,1,0,0,0,0
Пирог жареный с творогом 75г.Орион,10.0,5.94,2,0,1,0,0,0,1,0,0,0,0
Пирог жареный с яйцом 75г.Орион,7.0,5.99,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с зеленым луком и яйцом 75г.Орион,9.0,5.98,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с капустой 75г.Орион,6.0,6.0,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с картошкой 75г.Орион,4.0,6.0,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с печенью 75г.Орион,12.0,6.97,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с яблоком 75г.Орион,9.0,6.99,2,0,1,0,0,0,1,0,0,0,0
Пирог печеный с яйцом 75г.Орион,14.0,6.0,2,0,1,0,0,0,1,0,0,0,0
Пицца 100г.Орион,10.0,8.98,2,0,1,0,0,0,1,0,0,0,0
Плавленной сыр ВИТАКО ассорти Сливочный Ветчина 8 шт.  50% 140г,1.0,16.82,2,0,0,0,1,0,1,0,0,0,0
Плавленый продукт Фиетта Классическая 200г.,1.0,29.75,2,0,0,0,1,0,1,0,0,0,0
Плетенка с кунжутом 300г.Орион,3.0,6.89,2,1,0,0,0,0,1,0,0,0,0
Плюшка Московская Новая 200г.Орион,10.0,5.95,2,0,1,0,0,0,1,0,0,0,0
Пончики 85г.Орион,9.0,8.95,2,0,1,0,0,0,1,0,0,0,0
Продукт FRUTTIS йогуртный клубника/яблоко и груша 8% 115 г. тв/уп +,2.0,7.14,2,0,0,0,1,0,1,0,0,0,0
"Простокваша Вологжанка 2,7% 470г.ВМК БЗМЖ",2.0,5.32,2,0,0,1,0,0,1,0,0,0,0
Ромовая Баба 100г.Орион,3.0,8.0,2,0,1,0,0,0,1,0,0,0,0
Ряженка 4% 500г.Ярмолпрод БЗМЖ,3.0,6.4,2,0,0,1,0,0,1,0,0,0,0
"Сгущенка с сахаром 370 г пл/бут. 8,5%",1.0,15.79,2,0,0,0,0,1,1,0,0,0,0
Сливки 10% 500г.Ярмолпрод БЗМЖ,5.0,10.18,2,0,0,1,0,0,1,0,0,0,0
Сливки Вологжанка 10% 470г.ВМК БЗМЖ,1.0,10.12,2,0,0,1,0,0,1,0,0,0,0
Слойка с грибами и ветчиной 90г. Орион,2.0,8.0,2,0,1,0,0,0,1,0,0,0,0
Слойка Фантазия 90г. Орион,1.0,7.98,2,0,1,0,0,0,1,0,0,0,0
Сметана 20% 180 г.Обережье Ярмолпрод БЗМЖ,18.0,6.25,2,0,0,0,0,1,1,0,0,0,0
Сметана 20% 320г Обережье.Ярмолпрод БЗМЖ,13.0,11.01,2,0,0,0,0,1,1,0,0,0,0
Сметана Простоквашино 15% 315 г. + БЗМЖ,3.0,20.27,2,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 15% 330 г. +БЗМЖ,5.0,12.13,2,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 20 % 200 г. +БЗМЖ,3.0,9.35,2,0,0,0,0,1,1,0,0,0,0
Сметана Экомилк Сливочная 20 % 330 г. + БЗМЖ,1.0,13.6,2,0,0,0,0,1,1,0,0,0,0
Сметанный пр-т 20%  1 кг. Воронежская обл.,1.006,21.27,2,0,0,0,0,1,1,0,0,0,0
"Снежок 2,5 % 500 г.Ярмолпрод БЗМЖ",20.0,7.09,2,0,0,1,0,0,1,0,0,0,0
Сосиска в тесте 100г.Орион,10.0,8.99,2,0,1,0,0,0,1,0,0,0,0
Соус Майонезный Классический 200г..Кушать Подано,1.0,5.02,2,0,0,0,0,1,1,0,0,0,0
Сыр Алтайский Витязь 50% 1кг.Алтайский край Барнаул с ЗМЖ,1.186,103.84,2,0,0,0,1,0,1,0,0,0,0
Сыр Белорусское Золото 50% 1кг.Беларусь БЗМЖ,0.496,169.68,2,0,0,0,1,0,1,0,0,0,0
Сыр Брест-Литовск Голландский 45% 200 г. БЗМЖ,1.0,30.18,2,0,0,0,1,0,1,0,0,0,0
Сыр Воскресенский  40% 1кг. Костромская обл. Воскресенье,0.19,163.37,2,0,0,0,1,0,1,0,0,0,0
Сыр Гауда Оригинальная 1 кг 50% г Данков,0.72,89.85,2,0,0,0,1,0,1,0,0,0,0
Сыр Голландский Оригинальный 50% 1 кг. г Данков с ЗМЖ,0.875,89.26,2,0,0,0,1,0,1,0,0,0,0
Сыр Джилл копченый косичка 1 кг.Краснодарский Край СЗМЖ,0.43,109.02,2,0,0,0,1,0,1,0,0,0,0
Сыр Для супа с грибами плавленый фольга 90г.Карат +,1.0,7.96,2,0,0,0,1,0,1,0,0,0,0
Сыр Для супа с луком плавленый фольга 90г.Карат +,2.0,7.08,2,0,0,0,1,0,1,0,0,0,0
Сыр Дружба плавленный фольга 90г.Карат + БЗМЖ,2.0,9.09,2,0,0,0,1,0,1,0,0,0,0
Сыр Карат Сливочный+ Сыр Ветчина+ Сыр с грибами плавленый 200г.БЗМЖ,1.0,57.95,2,0,0,0,1,0,1,0,0,0,0
Сыр Королева Марго  50% 1 кг.Беларусь Холопеничи,0.204,133.68,2,0,0,0,1,0,1,0,0,0,0
Сыр Малыш с Грецким орехом  50% 1 кг Вохма б.з.м.ж,0.206,133.79,2,0,0,0,1,0,1,0,0,0,0
Сыр Пармезан де Люкс 1 кг Беларусь Березино БЗМЖ,0.294,149.93,2,0,0,0,1,0,1,0,0,0,0
Сыр Пошехонский Вохма 1 кг.Костромская обл.,0.866,144.8,2,0,0,0,1,0,1,0,0,0,0
Сыр творожный Violette с зеленью 140 г. Карат,1.0,19.32,2,0,0,0,1,0,1,0,0,0,0
"Сыр Финский  45% Брест 1кг,",0.51,129.49,2,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд с ветчиной плавленый в ломтиках 45 % 150г.БЗМЖ,1.0,18.67,2,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд Сливочный плавленый 55 % 200 г пл/ван БЗМЖ,1.0,26.14,2,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд творожный ветчина и зелень 140г. + БЗМЖ,1.0,17.21,2,0,0,0,1,0,1,0,0,0,0
Сыр Хохланд Чизбургер плавленый ломтики 150г. БЗМЖ,1.0,18.67,2,0,0,0,1,0,1,0,0,0,0
Сырный продукт Колбасный Янтарный  45% 1 кг.Воронеж.Костицын СЗМЖ,0.816,37.87,2,0,0,0,1,0,1,0,0,0,0
Сырок Вкусняша вареная сгущенка 40 г. СЗМЖ,6.0,3.72,2,0,0,0,1,0,1,0,0,0,0
Творог 101 зерно Малина 5% 130г.Савушкин,1.0,14.32,2,0,0,0,1,0,1,0,0,0,0
Творог 5% 400г.Обережье Ярмолпрод БЗМЖ,10.0,17.21,2,0,0,0,1,0,1,0,0,0,0
Творог 9% 400г.Обережье Ярмолпрод БЗМЖ,1.0,17.93,2,0,0,0,1,0,1,0,0,0,0
Творог Божья Коровка 9% 500 г.БЗМЖ,3.0,24.2,2,0,0,0,1,0,1,0,0,0,0
Творог Фрау Му  9% 450 г.,5.0,4.37,2,0,0,0,1,0,1,0,0,0,0
Творожная паста Савушкин продукт вишня 120 г,1.0,11.39,2,0,0,0,1,0,1,0,0,0,0
Хачапури с сыром и чесноком 90г.Орион,2.0,9.0,2,0,1,0,0,0,1,0,0,0,0
Хлеб 8 ЗЛАКОВ 200г Хлебозавод№1 +,7.0,3.85,2,1,0,0,0,0,1,0,0,0,0
Хлеб БАВАРСКИЙ заварной нарезка 300 г. Хлебозавод №1 +,6.0,6.61,2,1,0,0,0,0,1,0,0,0,0
"Хлеб Батон ржаной 1шт.0,390гр.",1.0,8.0,2,1,0,0,0,0,1,0,0,0,0
Хлеб БОРОДИНСКИЙ формовой 350 г. Хлебозавод №1 +,15.0,3.78,2,1,0,0,0,0,1,0,0,0,0
Хлеб Горчичный 450г.Орион,3.0,5.98,2,1,0,0,0,0,1,0,0,0,0
Хлеб ДАРНИЦКИЙ 600 г. Хлебозавод №1 +,21.0,4.21,2,1,0,0,0,0,1,0,0,0,0
Хлеб Дарницкий 650г.Переславский х-д,3.0,6.7,2,1,0,0,0,0,1,0,0,0,0
Хлеб Дарницкий(половина) 325г.Переславский х-д,4.0,4.3,2,1,0,0,0,0,1,0,0,0,0
Хлеб Заварной Губернский Нарезка 300г.Переславский х-д,1.0,7.4,2,1,0,0,0,0,1,0,0,0,0
Хлеб ЗАЛЕССКИЙ 380 г. Хлебозавод №1,4.0,4.92,2,1,0,0,0,0,1,0,0,0,0
Хлеб Здравое Зерно нарезка 300г.Хлебозавод №1,3.0,4.18,2,1,0,0,0,0,1,0,0,0,0
Хлеб КРЕСТЬЯНСКИЙ 380 г. Хлебозавод №1,3.0,5.3,2,1,0,0,0,0,1,0,0,0,0
Хлеб Матнакаш 1шт.380гр,2.0,10.0,2,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Похвала 1шт.370гр.,1.0,10.0,2,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Пури 1шт.370гр.,1.0,11.0,2,1,0,0,0,0,1,0,0,0,0
Хлеб по Грузинский Шоти 1шт.370гр.,1.0,9.99,2,1,0,0,0,0,1,0,0,0,0
Хлеб ПШЕНИЧНЫЙ 300 г. Хлебозавод №1,28.0,3.0,2,1,0,0,0,0,1,0,0,0,0
Хлеб Пшеничный 450г.Орион,3.0,6.47,2,1,0,0,0,0,1,0,0,0,0
"Хлеб СТАРОРУССКИЙ 0,3 кг (нарезка) Хлебозавод №1 +",3.0,8.46,2,1,0,0,0,0,1,0,0,0,0
Хлеб УКРАИНСКИЙ НОВЫЙ 350 г. Хлебозавод №1 +,18.0,3.08,2,1,0,0,0,0,1,0,0,0,0
"Хлеб Укранский новый 1шт.0,35гр.",1.0,7.96,2,1,0,0,0,0,1,0,0,0,0
Хлеб-е изд-е Богатырский 200г.Хлебозавод №1,11.0,3.55,2,1,0,0,0,0,1,0,0,0,0
Чиабатта Классическая 200г.Хлебозавод №1,9.0,5.09,2,1,0,0,0,0,1,0,0,0,0
Шанежки с картофелем и сыром 100г.Орион,9.0,6.99,2,0,1,0,0,0,1,0,0,0,0
"Ацидофилин 2,7% 200г.ВМК БЗМЖ",2.0,2.5,3,0,0,1,0,0,0,1,0,0,0
Батон ГОРЧИЧНЫЙ 300 г. Хлебозавод №1 +,14.0,3.86,3,1,0,0,0,0,0,1,0,0,0
Батон Луковый 300г.Орион,2.0,5.98,3,1,0,0,0,0,0,1,0,0,0
Батон НАРЕЗНОЙ 400 г. Хлебозавод №1 +,35.0,4.71,3,1,0,0,0,0,0,1,0,0,0
Батон НАРЕЗНОЙ НАРЕЗКА 400 г. Хлебозавод №1 +,15.0,5.3,3,1,0,0,0,0,0,1,0,0,0
Батон СОЛНЕЧНЫЙ  в/с 300г.Хлебозавод №1,13.0,4.32,3,1,0,0,0,0,0,1,0,0,0
Батончик к чаю  в/с 200г.Хлебозавод №1,2.0,3.89,3,1,0,0,0,0,0,1,0,0,0
Батончик к чаю 300г.Орион,1.0,6.0,3,1,0,0,0,0,0,1,0,0,0
Беляш 100гр. Орион,5.0,11.82,3,0,1,0,0,0,0,1,0,0,0
"Бифидок 3,2% 500 г.Ярмолпрод БЗМЖ",2.0,6.61,3,0,0,1,0,0,0,1,0,0,0
Булка Городская  в/с 200г.Хлебозавод №1,7.0,2.97,3,1,0,0,0,0,0,1,0,0,0
Ватрушка с творогом 75г.Орион,3.0,5.99,3,0,1,0,0,0,0,1,0,0,0
"Йогурт Активиа натур.Лен Черника и 5 злаков 150 г2,9%",1.0,9.64,3,0,0,1,0,0,0,1,0,0,0
Йогурт клубника-малина 1.5% 500 г.Ярмолпрод БЗМЖ,4.0,8.36,3,0,0,1,0,0,0,1,0,0,0
"Йогурт крем-брюле 1,5% 500 г.Ярмолпрод БЗМЖ+",1.0,8.34,3,0,0,1,0,0,0,1,0,0,0
"Йогурт натуральный 1,5% 500 г.Ярмолпрод БЗМЖ +",2.0,8.38,3,0,0,1,0,0,0,1,0,0,0
"Йогурт Фруттис легкий с Вишней питьевой 0,1% 285 г. +",1.0,8.88,3,0,0,1,0,0,0,1,0,0,0
"Йогурт Фруттис легкий с манго и абрикосом питьевой 0,1% 285 г. +",1.0,11.88,3,0,0,1,0,0,0,1,0,0,0
"Йогурт черника-ежевика 1,5% 500 г.Ярмолпрод БЗМЖ +",4.0,8.31,3,0,0,1,0,0,0,1,0,0,0
"Йогуртный Напиток Нежный Малина-Земляника 0,1% 285г.Кампина СЗМЖ",1.0,13.6,3,0,0,1,0,0,0,1,0,0,0
"Кефир 3,2 % 500 г.Ярмолпрод БЗМЖ",13.0,7.49,3,0,0,1,0,0,0,1,0,0,0
Кефир Вологжанка 1% 470 г.ВМК БЗМЖ,2.0,5.86,3,0,0,1,0,0,0,1,0,0,0
Кефир обезжиренный 500 г.Ярмолпрод БЗМЖ,1.0,5.72,3,0,0,1,0,0,0,1,0,0,0
"Кефир с лактулозой 3,2% 500 г.Ярмолпрод БЗМЖ",7.0,6.37,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный банановый 2,5% 470г. ВКМ БЗМЖ",1.0,8.34,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный ванильное мороженое 2,5% 470г.ВМК БЗМЖ",2.0,8.36,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный клубничный 2,4% 470г.ВМК БЗМЖ",3.0,8.35,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный Пина-Колада  2,4% 470г.ВМК БЗМЖ",2.0,8.36,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный сливочная ириска 2,5% 470г.ВМК БЗМЖ",2.0,8.25,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Вологоша молочный шоколадный 2,7% 470г.ВМК БЗМЖ",3.0,8.36,3,0,0,1,0,0,0,1,0,0,0
"Коктейль Топтыжка Молочный карамельная ириска 3,2% 200г. +БЗМЖ",1.0,6.19,3,0,0,1,0,0,0,1,0,0,0
Котлета в тесте запеченая 100г.Орион,3.0,8.99,3,0,1,0,0,0,0,1,0,0,0
Лаваш Армянский 2шт.280гр,3.0,8.99,3,1,0,0,0,0,0,1,0,0,0
Майонез MR RICCO Organic на перепелином яйце 67% 205г.,2.0,9.28,3,0,0,0,0,1,0,1,0,0,0
Майонез РЯБА Оливковый 67 % 372г.,1.0,17.81,3,0,0,0,0,1,0,1,0,0,0
Майонез РЯБА Провансаль 67 % 400г.,2.0,18.08,3,0,0,0,0,1,0,1,0,0,0
Майонез РЯБА Провансаль 67% 233г.,1.0,10.54,3,0,0,0,0,1,0,1,0,0,0
"Масло  Золотое в/с  82,5% 500г.Беларусь Белая Корова",2.0,30.0,3,0,0,0,0,1,0,1,0,0,0
"Масло  крестьянское  сливочное  Обережье 72,5%  180г БЗМЖ",3.0,19.79,3,0,0,0,0,1,0,1,0,0,0
"Масло  Сладко-Сливочное несоленое в/с 82,5% 180г.Дубна",2.0,23.25,3,0,0,0,0,1,0,1,0,0,0
Масло БОГОВАРОВО Шоколадное 62% 180г.,1.0,29.0,3,0,0,0,0,1,0,1,0,0,0
"Масло Крестьянское сливочное 72,5% 175 г. Сыробогатов",1.0,16.75,3,0,0,0,0,1,0,1,0,0,0
"Масло Экомилк Традиционное сливочное 82,5% 180 г. БЗМЖ",1.0,29.79,3,0,0,0,0,1,0,1,0,0,0
"Молоко Вологжанка 2,5% 1л.ВМК БЗМЖ",2.0,9.44,3,0,0,1,0,0,0,1,0,0,0
"Молоко Вологжанка 3,2% 1л.ВМК БЗМЖ",4.0,8.95,3,0,0,1,0,0,0,1,0,0,0
Молоко Вологжанка топленое 4% 470г.ВМК БЗМЖ,4.0,6.57,3,0,0,1,0,0,0,1,0,0,0
Молоко отборное Обережье 6% 1л.Ярмолпрод БЗМЖ,6.0,9.63,3,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 2,5% 1 л.Ярмолпрод БЗМЖ",11.0,8.73,3,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 3,2% 1 л.Ярмолпрод БЗМЖ",59.0,6.97,3,0,0,1,0,0,0,1,0,0,0
"Молоко Российское 3,2% 500 г.Ярмолпрод БЗМЖ",17.0,4.85,3,0,0,1,0,0,0,1,0,0,0
"Молоко сгущенное с сахаром 8,5% 380г. Орловская обл.",1.0,20.49,3,0,0,1,0,0,0,1,0,0,0
Молоко топлёное Обережье 4% 500г.Ярмолпрод БЗМЖ,5.0,7.43,3,0,0,1,0,0,0,1,0,0,0
Напиток Айран кисломолочный 1% 1л. ЛСЦ БЗМЖ,1.0,10.77,3,0,0,1,0,0,0,1,0,0,0
Напиток Айран кисломолочный 500 г. Лесная сказка БЗМЖ,1.0,6.61,3,0,0,1,0,0,0,1,0,0,0
"Напиток Милки Дримс Ананас 0,5 л.Ярмолпрод БЗМЖ",3.0,6.28,3,0,0,1,0,0,0,1,0,0,0
"Напиток Милки Дримс вишня-черешня 0,5% 500 г.Ярмолпрод БЗМЖ+",3.0,6.31,3,0,0,1,0,0,0,1,0,0,0
