price,bread,hotcake,milk_or_sour_milk,cheese_cottage_cheese,others,week_day_0,week_day_1,week_day_2,week_day_3,week_day_4
5.99,0,1,0,0,0,0,0,0,0,1
5.98,0,1,0,0,0,0,0,0,0,1
6.0,0,1,0,0,0,0,0,0,0,1
5.95,0,1,0,0,0,0,0,0,0,1
6.0,0,1,0,0,0,0,0,0,0,1
6.0,0,1,0,0,0,0,0,0,0,1
6.0,0,1,0,0,0,0,0,0,0,1
7.0,0,1,0,0,0,0,0,0,0,1
6.97,0,1,0,0,0,0,0,0,0,1
5.98,0,1,0,0,0,0,0,0,0,1
9.0,0,1,0,0,0,0,0,0,0,1
6.96,1,0,0,0,0,0,0,0,0,1
5.98,0,1,0,0,0,0,0,0,0,1
8.99,0,1,0,0,0,0,0,0,0,1
111.92,0,0,0,1,0,0,0,0,0,1
31.87,0,0,0,1,0,0,0,0,0,1
8.0,0,1,0,0,0,0,0,0,0,1
6.52,0,0,1,0,0,0,0,0,0,1
10.21,0,0,1,0,0,0,0,0,0,1
8.0,0,1,0,0,0,0,0,0,0,1
5.0,0,1,0,0,0,0,0,0,0,1
6.23,0,0,0,0,1,0,0,0,0,1
10.9,0,0,0,0,1,0,0,0,0,1
13.78,0,0,0,0,1,0,0,0,0,1
7.13,0,0,1,0,0,0,0,0,0,1
8.96,0,1,0,0,0,0,0,0,0,1
29.92,0,0,0,1,0,0,0,0,0,1
98.85,0,0,0,1,0,0,0,0,0,1
159.69,0,0,0,1,0,0,0,0,0,1
149.61,0,0,0,1,0,0,0,0,0,1
17.0,0,0,0,1,0,0,0,0,0,1
84.67,0,0,0,1,0,0,0,0,0,1
6.08,0,0,0,1,0,0,0,0,0,1
30.57,0,0,0,1,0,0,0,0,0,1
18.02,0,0,0,1,0,0,0,0,0,1
7.4,1,0,0,0,0,0,0,0,0,1
3.86,1,0,0,0,0,0,0,0,0,1
6.62,1,0,0,0,0,0,0,0,0,1
3.78,1,0,0,0,0,0,0,0,0,1
4.22,1,0,0,0,0,0,0,0,0,1
6.66,1,0,0,0,0,0,0,0,0,1
4.3,1,0,0,0,0,0,0,0,0,1
7.32,1,0,0,0,0,0,0,0,0,1
4.98,1,0,0,0,0,0,0,0,0,1
4.13,1,0,0,0,0,0,0,0,0,1
5.29,1,0,0,0,0,0,0,0,0,1
9.92,1,0,0,0,0,0,0,0,0,1
9.98,1,0,0,0,0,0,0,0,0,1
2.99,1,0,0,0,0,0,0,0,0,1
7.1,1,0,0,0,0,0,0,0,0,1
8.44,1,0,0,0,0,0,0,0,0,1
3.09,1,0,0,0,0,0,0,0,0,1
3.56,1,0,0,0,0,0,0,0,0,1
6.97,0,1,0,0,0,0,0,0,0,1
2.34,0,0,1,0,0,1,0,0,0,0
3.86,1,0,0,0,0,1,0,0,0,0
5.97,1,0,0,0,0,1,0,0,0,0
4.69,1,0,0,0,0,1,0,0,0,0
5.29,1,0,0,0,0,1,0,0,0,0
4.76,1,0,0,0,0,1,0,0,0,0
